cancellation_id,cancellation_date,original_checkin_date,lead_time_days,conflict_phase,hotel_chain,hotel_tier,country,city,guest_nationality,booking_type,nights_booked,guests,room_type,adr_usd,revenue_lost_usd,cancellation_reason,refund_issued,channel
CXL-0380,2025-01-22,2025-03-12,49,Escalation,IHG Hotels & Resorts,Upper-Upscale,UAE,Abu Dhabi,French,Leisure,14,6,Pool Villa,1475.57,20657.97,Corporate travel ban,No Refund,GDS
CXL-0381,2025-03-19,2025-04-19,31,Escalation,Mandarin Oriental,Ultra-Luxury,Jordan,Petra,German,Leisure,14,4,Pool Villa,239.47,3352.52,Airline suspension of routes,Full Refund,Direct Website
CXL-0382,2025-10-20,2025-12-28,69,Active Conflict,Kempinski Hotels,Luxury,UAE,Abu Dhabi,South African,Group,2,1,Presidential Suite,1107.58,2215.16,Insurance non-coverage,Voucher,Travel Agent
CXL-0383,2026-02-28,2026-03-15,15,Peak Crisis,Mandarin Oriental,Ultra-Luxury,Jordan,Aqaba,Chinese,MICE,8,4,Suite,663.4,5307.21,MICE event cancelled,Full Refund,Direct Website
CXL-0384,2025-10-08,2025-10-22,14,Active Conflict,Mandarin Oriental,Ultra-Luxury,Iraq,Erbil,Chinese,Leisure,14,6,Standard,562.7,7877.73,Airspace closure — flight cancelled,Partial Refund,Travel Agent
CXL-0385,2026-03-15,2026-03-25,10,Peak Crisis,IHG Hotels & Resorts,Upper-Upscale,Oman,Muscat,Italian,Business,14,1,Deluxe,1036.64,14512.93,Airline suspension of routes,Partial Refund,OTA
CXL-0386,2025-11-21,2025-11-25,4,Active Conflict,Wyndham Hotels,Mid/Upper-Mid,Kuwait,Kuwait City,German,Group,12,1,Suite,916.44,10997.3,Airspace closure — flight cancelled,Voucher,Direct Website
CXL-0387,2026-02-24,2026-02-24,0,Peak Crisis,Accor Group,Multi-Scale,Jordan,Aqaba,American,MICE,12,1,Suite,677.71,8132.56,Hotel temporarily closed,Voucher,Travel Agent
CXL-0388,2025-04-18,2025-05-06,18,Escalation,Four Seasons Hotels,Luxury,Lebanon,Beirut,Italian,Honeymoon,5,6,Presidential Suite,374.09,1870.43,Airline suspension of routes,Full Refund,Direct Website
CXL-0389,2026-01-07,2026-03-03,55,Peak Crisis,Sofitel (Accor),Luxury,Iraq,Erbil,Canadian,Leisure,8,2,Deluxe,719.05,5752.37,Airline suspension of routes,No Refund,Corporate
CXL-0390,2026-02-28,2026-03-29,29,Peak Crisis,Wyndham Hotels,Mid/Upper-Mid,Saudi Arabia,Jeddah,Japanese,Honeymoon,9,2,Pool Villa,1036.07,9324.64,Government travel advisory Level 4,No Refund,Corporate
CXL-0391,2025-06-22,2025-08-10,49,Active Conflict,Four Seasons Hotels,Luxury,Oman,Muscat,Chinese,Group,12,6,Suite,1113.56,13362.74,Force majeure — war clause,Voucher,GDS
CXL-0392,2026-01-19,2026-02-18,30,Peak Crisis,Marriott International,Luxury/Upper-Upscale,Iraq,Baghdad,German,MICE,5,1,Deluxe,1748.08,8740.41,Hotel temporarily closed,Voucher,Travel Agent
CXL-0393,2026-02-12,2026-02-28,16,Peak Crisis,Mandarin Oriental,Ultra-Luxury,Egypt,Cairo,Spanish,Group,2,5,Pool Villa,1120.07,2240.14,Cruise ship rerouted,No Refund,OTA
CXL-0394,2025-03-19,2025-05-06,48,Escalation,Four Seasons Hotels,Luxury,Egypt,Cairo,Russian,Group,10,6,Deluxe,1393.15,13931.5,Cruise ship rerouted,No Refund,OTA
CXL-0395,2026-03-06,2026-03-28,22,Peak Crisis,Mandarin Oriental,Ultra-Luxury,UAE,Dubai,Australian,Group,12,3,Standard,1248.95,14987.42,Cruise ship rerouted,Voucher,Direct Website
CXL-0396,2025-09-17,2025-09-22,5,Active Conflict,Best Western,Mid-Scale,Bahrain,Manama,British,Group,2,2,Pool Villa,1244.98,2489.95,MICE event cancelled,Partial Refund,OTA
CXL-0397,2025-08-08,2025-09-21,44,Active Conflict,Sofitel (Accor),Luxury,Egypt,Hurghada,Canadian,Business,3,4,Pool Villa,719.76,2159.29,Cruise ship rerouted,Partial Refund,Direct Website
CXL-0398,2026-02-21,2026-03-24,31,Peak Crisis,Anantara Hotels,Luxury,Lebanon,Beirut,Russian,Group,2,3,Pool Villa,1272.09,2544.18,Hotel temporarily closed,Full Refund,GDS
CXL-0399,2025-09-28,2025-10-12,14,Active Conflict,Sofitel (Accor),Luxury,Oman,Salalah,Brazilian,Group,7,6,Presidential Suite,837.06,5859.42,Hotel temporarily closed,No Refund,OTA
CXL-0400,2026-02-23,2026-03-10,15,Peak Crisis,Best Western,Mid-Scale,Jordan,Aqaba,South African,MICE,11,1,Suite,713.7,7850.68,Government travel advisory Level 4,Voucher,OTA
CXL-0401,2026-01-10,2026-02-07,28,Peak Crisis,Best Western,Mid-Scale,Bahrain,Muharraq,South African,MICE,4,2,Standard,367.3,1469.21,Hotel temporarily closed,Partial Refund,GDS
CXL-0402,2025-09-12,2025-09-20,8,Active Conflict,Hilton Worldwide,Luxury/Upper-Upscale,Iraq,Baghdad,South African,Honeymoon,3,6,Presidential Suite,1319.89,3959.66,Force majeure — war clause,Voucher,Corporate
CXL-0403,2026-02-08,2026-03-13,33,Peak Crisis,Mandarin Oriental,Ultra-Luxury,Egypt,Sharm el-Sheikh,Russian,Business,14,5,Standard,1185.33,16594.63,MICE event cancelled,Voucher,Direct Website
CXL-0404,2025-02-11,2025-04-15,63,Escalation,Four Seasons Hotels,Luxury,UAE,Sharjah,Brazilian,Business,4,4,Deluxe,1091.66,4366.64,Corporate travel ban,Full Refund,Travel Agent
CXL-0405,2025-07-31,2025-07-31,0,Active Conflict,Radisson Hotel Group,Upper-Upscale,Saudi Arabia,Jeddah,Italian,Leisure,5,4,Standard,1117.58,5587.88,Flight rerouting — extended journey,Voucher,Direct Website
CXL-0406,2026-06-17,2026-06-18,1,Post-Ceasefire,IHG Hotels & Resorts,Upper-Upscale,Iraq,Erbil,Brazilian,Honeymoon,8,6,Suite,1225.12,9800.93,Cruise ship rerouted,No Refund,Direct Website
CXL-0407,2026-01-01,2026-02-23,53,Peak Crisis,IHG Hotels & Resorts,Upper-Upscale,Qatar,Doha,Russian,Group,1,4,Deluxe,461.13,461.13,Cruise ship rerouted,No Refund,Travel Agent
CXL-0408,2025-09-09,2025-11-27,79,Active Conflict,Mandarin Oriental,Ultra-Luxury,Kuwait,Kuwait City,American,Leisure,10,5,Suite,660.49,6604.9,Airspace closure — flight cancelled,Full Refund,Direct Website
CXL-0409,2026-01-21,2026-03-22,60,Peak Crisis,IHG Hotels & Resorts,Upper-Upscale,Bahrain,Manama,Japanese,Business,13,2,Presidential Suite,659.09,8568.14,Force majeure — war clause,Voucher,Direct Website
CXL-0410,2026-02-11,2026-02-19,8,Peak Crisis,Sofitel (Accor),Luxury,Bahrain,Muharraq,Japanese,Business,7,1,Standard,341.29,2389.06,Airline suspension of routes,Full Refund,Travel Agent
CXL-0411,2026-03-28,2026-03-30,2,Peak Crisis,Hyatt Hotels,Luxury/Upper-Upscale,Lebanon,Beirut,French,Leisure,11,1,Standard,1077.6,11853.6,Government travel advisory Level 4,Partial Refund,Corporate
CXL-0412,2026-03-01,2026-03-16,15,Peak Crisis,Mandarin Oriental,Ultra-Luxury,Iraq,Baghdad,Russian,Group,4,6,Deluxe,795.66,3182.63,Insurance non-coverage,No Refund,Travel Agent
CXL-0413,2025-01-19,2025-04-12,83,Escalation,Best Western,Mid-Scale,Bahrain,Manama,Indian,MICE,14,3,Standard,1109.5,15532.94,Airline suspension of routes,Partial Refund,Travel Agent
CXL-0414,2026-01-23,2026-02-27,35,Peak Crisis,Radisson Hotel Group,Upper-Upscale,UAE,Abu Dhabi,Italian,Business,6,2,Standard,719.31,4315.86,Cruise ship rerouted,Partial Refund,Direct Website
CXL-0415,2026-02-13,2026-02-21,8,Peak Crisis,Wyndham Hotels,Mid/Upper-Mid,Egypt,Sharm el-Sheikh,South Korean,MICE,7,4,Standard,1520.27,10641.9,Airline suspension of routes,Full Refund,GDS
CXL-0416,2025-09-25,2025-12-05,71,Active Conflict,Mandarin Oriental,Ultra-Luxury,UAE,Ras Al Khaimah,Spanish,Group,2,2,Suite,1306.66,2613.33,Safety concerns — conflict proximity,No Refund,Corporate
CXL-0417,2025-10-17,2025-10-26,9,Active Conflict,Hyatt Hotels,Luxury/Upper-Upscale,Lebanon,Beirut,Japanese,Business,13,6,Pool Villa,1139.0,14806.99,Hotel temporarily closed,Partial Refund,OTA
CXL-0418,2026-04-10,2026-05-21,41,Post-Ceasefire,Rotana Hotels,Upper-Upscale,Saudi Arabia,Mecca,Indian,Honeymoon,8,4,Standard,969.48,7755.8,Airline suspension of routes,Voucher,OTA
CXL-0419,2025-08-30,2025-10-25,56,Active Conflict,Hyatt Hotels,Luxury/Upper-Upscale,Jordan,Aqaba,Italian,Group,9,2,Standard,1732.03,15588.28,MICE event cancelled,No Refund,GDS
CXL-0420,2026-03-14,2026-03-14,0,Peak Crisis,Jumeirah Group,Ultra-Luxury,Qatar,Al Rayyan,Indian,Business,14,3,Suite,1107.66,15507.27,Corporate travel ban,Voucher,Travel Agent
CXL-0421,2026-02-22,2026-03-19,25,Peak Crisis,Anantara Hotels,Luxury,Saudi Arabia,NEOM area,Russian,MICE,4,5,Suite,1034.49,4137.97,Airspace closure — flight cancelled,Full Refund,Corporate
CXL-0422,2026-03-31,2026-03-31,0,Peak Crisis,Four Seasons Hotels,Luxury,Iraq,Erbil,French,Business,7,6,Deluxe,881.94,6173.58,MICE event cancelled,No Refund,Corporate
CXL-0423,2026-02-19,2026-02-19,0,Peak Crisis,Mandarin Oriental,Ultra-Luxury,Saudi Arabia,Dammam,Australian,Leisure,5,1,Presidential Suite,404.49,2022.43,Insurance non-coverage,Full Refund,Corporate
CXL-0424,2026-03-27,2026-03-28,1,Peak Crisis,Four Seasons Hotels,Luxury,Jordan,Amman,South African,Group,9,4,Deluxe,1032.6,9293.38,Airspace closure — flight cancelled,Partial Refund,OTA
CXL-0425,2026-04-29,2026-06-27,59,Post-Ceasefire,Hilton Worldwide,Luxury/Upper-Upscale,Bahrain,Manama,South Korean,Honeymoon,3,1,Presidential Suite,1401.28,4203.84,Insurance non-coverage,Voucher,Travel Agent
CXL-0426,2026-05-27,2026-06-06,10,Post-Ceasefire,Kempinski Hotels,Luxury,UAE,Abu Dhabi,Indian,Honeymoon,8,2,Deluxe,637.14,5097.14,Insurance non-coverage,No Refund,Travel Agent
CXL-0427,2026-02-28,2026-03-06,6,Peak Crisis,Wyndham Hotels,Mid/Upper-Mid,Iraq,Baghdad,Australian,MICE,7,6,Deluxe,1564.24,10949.68,MICE event cancelled,Voucher,Travel Agent
CXL-0428,2025-08-21,2025-09-23,33,Active Conflict,IHG Hotels & Resorts,Upper-Upscale,Jordan,Aqaba,Indian,Honeymoon,10,2,Standard,275.23,2752.26,MICE event cancelled,No Refund,GDS
CXL-0429,2026-06-10,2026-06-30,20,Post-Ceasefire,Four Seasons Hotels,Luxury,Lebanon,Beirut,Spanish,MICE,4,6,Pool Villa,1240.78,4963.14,Hotel temporarily closed,Voucher,Corporate
CXL-0430,2025-02-11,2025-03-25,42,Escalation,Hyatt Hotels,Luxury/Upper-Upscale,Bahrain,Manama,South African,Group,10,2,Deluxe,847.0,8469.96,Corporate travel ban,No Refund,Travel Agent
CXL-0431,2026-01-07,2026-01-11,4,Peak Crisis,Jumeirah Group,Ultra-Luxury,Iraq,Erbil,American,MICE,1,3,Presidential Suite,173.31,173.31,Government travel advisory Level 4,No Refund,Corporate
CXL-0432,2026-01-02,2026-01-07,5,Peak Crisis,Anantara Hotels,Luxury,UAE,Dubai,South African,Leisure,10,6,Presidential Suite,241.73,2417.33,Airline suspension of routes,No Refund,GDS
CXL-0433,2025-12-12,2025-12-19,7,Active Conflict,Accor Group,Multi-Scale,Kuwait,Kuwait City,French,Honeymoon,4,4,Standard,1392.84,5571.37,Hotel temporarily closed,No Refund,OTA
CXL-0434,2025-10-26,2025-12-05,40,Active Conflict,Radisson Hotel Group,Upper-Upscale,Iraq,Erbil,American,Business,2,5,Standard,511.41,1022.82,Corporate travel ban,No Refund,Direct Website
CXL-0435,2026-06-09,2026-06-29,20,Post-Ceasefire,Wyndham Hotels,Mid/Upper-Mid,Kuwait,Kuwait City,South African,Honeymoon,11,1,Standard,320.88,3529.7,Airline suspension of routes,No Refund,Corporate
CXL-0436,2025-12-09,2025-12-09,0,Active Conflict,Hyatt Hotels,Luxury/Upper-Upscale,Iraq,Erbil,Brazilian,Business,11,5,Suite,616.43,6780.77,MICE event cancelled,Voucher,Corporate
CXL-0437,2026-03-17,2026-03-17,0,Peak Crisis,IHG Hotels & Resorts,Upper-Upscale,Bahrain,Manama,Canadian,Group,9,5,Presidential Suite,1321.02,11889.2,Insurance non-coverage,Voucher,OTA
CXL-0438,2026-05-20,2026-05-30,10,Post-Ceasefire,Anantara Hotels,Luxury,Lebanon,Beirut,Spanish,MICE,14,1,Standard,1625.5,22757.03,Cruise ship rerouted,Partial Refund,Corporate
CXL-0439,2026-03-02,2026-03-19,17,Peak Crisis,Accor Group,Multi-Scale,Bahrain,Muharraq,French,Leisure,5,6,Pool Villa,1304.54,6522.7,Government travel advisory Level 4,Partial Refund,Travel Agent
CXL-0440,2025-11-24,2025-12-30,36,Active Conflict,Four Seasons Hotels,Luxury,Bahrain,Muharraq,Russian,Business,1,2,Pool Villa,784.97,784.97,Safety concerns — conflict proximity,Full Refund,Travel Agent
CXL-0441,2025-03-21,2025-05-31,71,Escalation,Wyndham Hotels,Mid/Upper-Mid,Saudi Arabia,Dammam,Brazilian,Leisure,2,2,Standard,518.38,1036.77,Flight rerouting — extended journey,Voucher,OTA
CXL-0442,2025-12-30,2025-12-31,1,Active Conflict,Radisson Hotel Group,Upper-Upscale,Jordan,Aqaba,Italian,Honeymoon,2,5,Pool Villa,375.38,750.76,MICE event cancelled,Partial Refund,OTA
CXL-0443,2026-01-08,2026-01-27,19,Peak Crisis,Wyndham Hotels,Mid/Upper-Mid,Lebanon,Beirut,Chinese,Honeymoon,13,4,Pool Villa,595.2,7737.55,Safety concerns — conflict proximity,Partial Refund,OTA
CXL-0444,2025-06-04,2025-07-22,48,Active Conflict,Jumeirah Group,Ultra-Luxury,Egypt,Hurghada,Canadian,Business,8,1,Suite,1131.15,9049.16,MICE event cancelled,Voucher,Direct Website
CXL-0445,2025-08-27,2025-10-25,59,Active Conflict,Anantara Hotels,Luxury,Saudi Arabia,Jeddah,Russian,Group,7,3,Suite,1100.71,7704.97,Corporate travel ban,Full Refund,GDS
CXL-0446,2025-09-24,2025-11-08,45,Active Conflict,Radisson Hotel Group,Upper-Upscale,Qatar,Al Rayyan,Indian,Honeymoon,12,3,Pool Villa,1754.73,21056.73,Safety concerns — conflict proximity,No Refund,Direct Website
CXL-0447,2026-03-25,2026-03-31,6,Peak Crisis,Four Seasons Hotels,Luxury,Iraq,Baghdad,American,Leisure,2,5,Standard,752.75,1505.49,Corporate travel ban,Voucher,Travel Agent
CXL-0448,2026-04-30,2026-06-03,34,Post-Ceasefire,Wyndham Hotels,Mid/Upper-Mid,Oman,Muscat,Russian,Group,8,4,Standard,623.3,4986.41,Cruise ship rerouted,No Refund,OTA
CXL-0449,2026-03-10,2026-03-10,0,Peak Crisis,Jumeirah Group,Ultra-Luxury,Iraq,Baghdad,Brazilian,Honeymoon,12,2,Deluxe,1787.61,21451.29,Force majeure — war clause,Voucher,GDS
CXL-0450,2026-01-23,2026-03-26,62,Peak Crisis,Marriott International,Luxury/Upper-Upscale,Oman,Salalah,Italian,MICE,4,6,Presidential Suite,643.67,2574.69,Airline suspension of routes,Partial Refund,Direct Website
CXL-0451,2026-03-15,2026-03-19,4,Peak Crisis,Rotana Hotels,Upper-Upscale,Bahrain,Muharraq,Chinese,Group,6,2,Standard,610.18,3661.07,Corporate travel ban,Full Refund,GDS
CXL-0452,2026-02-13,2026-03-31,46,Peak Crisis,Kempinski Hotels,Luxury,Egypt,Sharm el-Sheikh,Japanese,Leisure,3,4,Deluxe,467.42,1402.27,Safety concerns — conflict proximity,No Refund,Direct Website
CXL-0453,2025-09-05,2025-09-19,14,Active Conflict,Mandarin Oriental,Ultra-Luxury,Lebanon,Beirut,Japanese,Group,3,6,Pool Villa,1683.96,5051.88,Flight rerouting — extended journey,No Refund,Travel Agent
CXL-0454,2025-12-24,2025-12-26,2,Active Conflict,Marriott International,Luxury/Upper-Upscale,Bahrain,Muharraq,Canadian,MICE,4,6,Presidential Suite,1068.24,4272.96,Hotel temporarily closed,Voucher,Direct Website
CXL-0455,2025-06-25,2025-09-06,73,Active Conflict,Mandarin Oriental,Ultra-Luxury,Bahrain,Manama,South Korean,MICE,10,2,Standard,445.11,4451.08,Safety concerns — conflict proximity,Partial Refund,Direct Website
CXL-0456,2026-03-31,2026-03-31,0,Peak Crisis,Wyndham Hotels,Mid/Upper-Mid,Jordan,Amman,Brazilian,Leisure,4,6,Pool Villa,1106.61,4426.45,Corporate travel ban,No Refund,GDS
CXL-0457,2025-06-17,2025-08-25,69,Active Conflict,Wyndham Hotels,Mid/Upper-Mid,Iraq,Baghdad,South African,Business,9,5,Standard,1614.9,14534.08,Force majeure — war clause,Full Refund,OTA
CXL-0458,2026-05-15,2026-06-09,25,Post-Ceasefire,IHG Hotels & Resorts,Upper-Upscale,Bahrain,Manama,Australian,Business,3,5,Suite,398.59,1195.78,Cruise ship rerouted,No Refund,Corporate
CXL-0459,2024-08-16,2024-10-29,74,Pre-Tension,Wyndham Hotels,Mid/Upper-Mid,Lebanon,Beirut,Spanish,Honeymoon,8,1,Pool Villa,853.94,6831.55,Insurance non-coverage,Partial Refund,OTA
CXL-0460,2025-04-04,2025-04-07,3,Escalation,Hyatt Hotels,Luxury/Upper-Upscale,Lebanon,Beirut,Japanese,MICE,14,5,Presidential Suite,822.84,11519.79,Force majeure — war clause,Partial Refund,GDS
CXL-0461,2025-06-13,2025-09-08,87,Active Conflict,IHG Hotels & Resorts,Upper-Upscale,Lebanon,Beirut,Chinese,Honeymoon,1,5,Presidential Suite,430.5,430.5,Safety concerns — conflict proximity,No Refund,Travel Agent
CXL-0462,2025-11-18,2025-12-01,13,Active Conflict,Hilton Worldwide,Luxury/Upper-Upscale,Jordan,Amman,Brazilian,Honeymoon,7,2,Suite,552.74,3869.2,Insurance non-coverage,Full Refund,OTA
CXL-0463,2025-12-08,2025-12-20,12,Active Conflict,IHG Hotels & Resorts,Upper-Upscale,Qatar,Doha,Indian,Honeymoon,4,6,Standard,1619.41,6477.63,Hotel temporarily closed,No Refund,Travel Agent
CXL-0464,2025-06-21,2025-09-09,80,Active Conflict,Mandarin Oriental,Ultra-Luxury,Saudi Arabia,Medina,Italian,Business,4,3,Standard,1557.84,6231.34,Airline suspension of routes,Full Refund,OTA
CXL-0465,2026-03-30,2026-03-30,0,Peak Crisis,IHG Hotels & Resorts,Upper-Upscale,Jordan,Aqaba,Spanish,Business,13,4,Pool Villa,862.03,11206.38,Force majeure — war clause,No Refund,GDS
CXL-0466,2025-08-14,2025-08-14,0,Active Conflict,Radisson Hotel Group,Upper-Upscale,Lebanon,Beirut,South African,Honeymoon,10,4,Suite,401.23,4012.35,Government travel advisory Level 4,Full Refund,OTA
CXL-0467,2026-03-09,2026-03-22,13,Peak Crisis,Best Western,Mid-Scale,Saudi Arabia,Riyadh,Italian,Leisure,12,4,Deluxe,1383.3,16599.65,Insurance non-coverage,Full Refund,GDS
CXL-0468,2025-06-05,2025-08-25,81,Active Conflict,Accor Group,Multi-Scale,Saudi Arabia,Medina,Japanese,Honeymoon,10,6,Standard,703.58,7035.76,Insurance non-coverage,Partial Refund,GDS
CXL-0469,2025-06-07,2025-07-30,53,Active Conflict,Radisson Hotel Group,Upper-Upscale,Jordan,Petra,Australian,Business,9,5,Deluxe,625.02,5625.17,Government travel advisory Level 4,Voucher,GDS
CXL-0470,2025-02-15,2025-05-13,87,Escalation,Anantara Hotels,Luxury,Kuwait,Kuwait City,Chinese,MICE,4,5,Suite,1094.19,4376.75,Airspace closure — flight cancelled,Voucher,OTA
CXL-0471,2026-03-24,2026-03-24,0,Peak Crisis,Rotana Hotels,Upper-Upscale,Egypt,Cairo,French,Leisure,9,3,Suite,189.56,1706.08,Cruise ship rerouted,Full Refund,Travel Agent
CXL-0472,2025-06-25,2025-07-27,32,Active Conflict,IHG Hotels & Resorts,Upper-Upscale,Lebanon,Beirut,American,Group,4,6,Standard,478.68,1914.72,Force majeure — war clause,Voucher,Corporate
CXL-0473,2026-02-15,2026-03-03,16,Peak Crisis,Rotana Hotels,Upper-Upscale,Saudi Arabia,Jeddah,Indian,Honeymoon,13,5,Deluxe,1296.75,16857.76,Safety concerns — conflict proximity,Full Refund,Direct Website
CXL-0474,2026-03-27,2026-03-31,4,Peak Crisis,Mandarin Oriental,Ultra-Luxury,Saudi Arabia,Mecca,South Korean,MICE,11,2,Deluxe,228.47,2513.19,Government travel advisory Level 4,Voucher,Travel Agent
CXL-0475,2026-01-16,2026-02-05,20,Peak Crisis,Best Western,Mid-Scale,Jordan,Petra,Brazilian,MICE,3,3,Standard,1742.02,5226.06,Flight rerouting — extended journey,Partial Refund,Direct Website
CXL-0476,2025-11-01,2025-11-05,4,Active Conflict,IHG Hotels & Resorts,Upper-Upscale,Bahrain,Muharraq,Italian,Business,1,2,Suite,1500.25,1500.25,Airspace closure — flight cancelled,Partial Refund,Travel Agent
CXL-0477,2025-09-10,2025-09-29,19,Active Conflict,Jumeirah Group,Ultra-Luxury,Bahrain,Manama,South African,Business,5,3,Presidential Suite,228.0,1140.0,Cruise ship rerouted,Voucher,GDS
CXL-0478,2025-10-31,2025-12-07,37,Active Conflict,Hyatt Hotels,Luxury/Upper-Upscale,Iraq,Erbil,Chinese,Honeymoon,14,6,Standard,1077.53,15085.49,Airline suspension of routes,Partial Refund,OTA
CXL-0479,2026-03-23,2026-03-27,4,Peak Crisis,Jumeirah Group,Ultra-Luxury,Saudi Arabia,Mecca,German,Honeymoon,7,6,Standard,555.56,3888.9,Hotel temporarily closed,No Refund,OTA
CXL-0480,2025-06-15,2025-07-19,34,Active Conflict,Kempinski Hotels,Luxury,Lebanon,Beirut,Brazilian,MICE,2,3,Standard,1114.51,2229.02,Hotel temporarily closed,Partial Refund,Direct Website
CXL-0481,2025-07-14,2025-07-27,13,Active Conflict,Marriott International,Luxury/Upper-Upscale,UAE,Ajman,Australian,Honeymoon,8,3,Deluxe,626.75,5014.01,MICE event cancelled,Full Refund,OTA
CXL-0482,2025-10-03,2025-11-04,32,Active Conflict,IHG Hotels & Resorts,Upper-Upscale,UAE,Dubai,Japanese,Honeymoon,12,3,Suite,738.3,8859.59,Hotel temporarily closed,Voucher,GDS
CXL-0483,2026-03-04,2026-03-28,24,Peak Crisis,Accor Group,Multi-Scale,Bahrain,Muharraq,Russian,Group,13,3,Standard,1138.14,14795.88,Flight rerouting — extended journey,Partial Refund,Direct Website
CXL-0484,2025-12-04,2025-12-05,1,Active Conflict,Accor Group,Multi-Scale,Kuwait,Kuwait City,American,Honeymoon,2,2,Standard,161.02,322.04,Airline suspension of routes,Voucher,Corporate
CXL-0485,2026-03-06,2026-03-26,20,Peak Crisis,Sofitel (Accor),Luxury,Qatar,Al Rayyan,Canadian,Honeymoon,14,2,Suite,1454.35,20360.94,Airspace closure — flight cancelled,No Refund,Direct Website
CXL-0486,2026-02-16,2026-02-23,7,Peak Crisis,Hyatt Hotels,Luxury/Upper-Upscale,Jordan,Amman,Chinese,Group,7,5,Presidential Suite,1427.36,9991.49,Corporate travel ban,Partial Refund,Travel Agent
CXL-0487,2025-08-14,2025-10-24,71,Active Conflict,Kempinski Hotels,Luxury,UAE,Abu Dhabi,Russian,Group,12,1,Pool Villa,855.13,10261.6,Government travel advisory Level 4,Voucher,GDS
CXL-0488,2025-05-22,2025-05-23,1,Escalation,IHG Hotels & Resorts,Upper-Upscale,Bahrain,Muharraq,German,Honeymoon,8,4,Pool Villa,1612.57,12900.56,Airline suspension of routes,Partial Refund,OTA
CXL-0489,2025-11-07,2025-12-25,48,Active Conflict,Rotana Hotels,Upper-Upscale,Oman,Muscat,South African,Group,6,2,Standard,1371.82,8230.92,Hotel temporarily closed,No Refund,Direct Website
CXL-0490,2025-05-24,2025-05-31,7,Escalation,Four Seasons Hotels,Luxury,Bahrain,Muharraq,Indian,Honeymoon,14,1,Pool Villa,303.44,4248.12,Flight rerouting — extended journey,No Refund,Travel Agent
CXL-0491,2026-05-05,2026-06-20,46,Post-Ceasefire,Kempinski Hotels,Luxury,Egypt,Cairo,Australian,Leisure,14,6,Suite,891.72,12484.1,MICE event cancelled,Full Refund,Corporate
CXL-0492,2026-05-29,2026-06-02,4,Post-Ceasefire,Wyndham Hotels,Mid/Upper-Mid,Iraq,Erbil,Chinese,Honeymoon,14,4,Presidential Suite,1761.49,24660.9,Flight rerouting — extended journey,Partial Refund,Corporate
CXL-0493,2025-12-17,2025-12-31,14,Active Conflict,Mandarin Oriental,Ultra-Luxury,UAE,Abu Dhabi,Australian,Business,11,3,Presidential Suite,185.04,2035.45,Hotel temporarily closed,Full Refund,OTA
CXL-0494,2026-01-03,2026-02-09,37,Peak Crisis,Kempinski Hotels,Luxury,Saudi Arabia,NEOM area,Canadian,MICE,8,3,Deluxe,858.37,6866.95,Airspace closure — flight cancelled,Voucher,Direct Website
CXL-0495,2026-03-29,2026-03-31,2,Peak Crisis,Kempinski Hotels,Luxury,Lebanon,Beirut,Russian,Honeymoon,8,1,Pool Villa,1267.76,10142.08,Government travel advisory Level 4,Voucher,GDS
CXL-0496,2026-01-24,2026-02-22,29,Peak Crisis,Accor Group,Multi-Scale,Jordan,Amman,Indian,Honeymoon,13,1,Suite,345.88,4496.43,Flight rerouting — extended journey,Voucher,Travel Agent
CXL-0497,2026-04-15,2026-05-03,18,Post-Ceasefire,Mandarin Oriental,Ultra-Luxury,Jordan,Aqaba,Brazilian,Leisure,8,6,Pool Villa,413.69,3309.53,Safety concerns — conflict proximity,Full Refund,Direct Website
CXL-0498,2026-03-13,2026-03-30,17,Peak Crisis,Anantara Hotels,Luxury,Lebanon,Beirut,Canadian,Honeymoon,11,2,Standard,576.12,6337.32,MICE event cancelled,Voucher,OTA
CXL-0499,2026-02-07,2026-02-13,6,Peak Crisis,Anantara Hotels,Luxury,Oman,Salalah,French,Leisure,6,2,Suite,917.58,5505.47,Airline suspension of routes,Voucher,Travel Agent
CXL-0500,2025-10-14,2025-11-24,41,Active Conflict,Radisson Hotel Group,Upper-Upscale,Oman,Salalah,Russian,Honeymoon,1,4,Suite,1505.61,1505.61,Force majeure — war clause,Full Refund,GDS
CXL-0501,2026-01-01,2026-01-01,0,Peak Crisis,Marriott International,Luxury/Upper-Upscale,UAE,Sharjah,British,Business,13,4,Deluxe,759.83,9877.74,Government travel advisory Level 4,Full Refund,Travel Agent
CXL-0502,2025-12-16,2025-12-17,1,Active Conflict,Radisson Hotel Group,Upper-Upscale,Egypt,Sharm el-Sheikh,Italian,Business,3,5,Deluxe,828.35,2485.06,Hotel temporarily closed,No Refund,GDS
CXL-0503,2025-02-22,2025-03-28,34,Escalation,Rotana Hotels,Upper-Upscale,Kuwait,Kuwait City,South African,MICE,14,6,Standard,1138.69,15941.7,Cruise ship rerouted,Voucher,Direct Website
CXL-0504,2026-02-22,2026-03-14,20,Peak Crisis,Four Seasons Hotels,Luxury,Kuwait,Kuwait City,Australian,Honeymoon,6,5,Deluxe,1637.2,9823.23,Cruise ship rerouted,Voucher,OTA
CXL-0505,2026-06-29,2026-06-30,1,Post-Ceasefire,Wyndham Hotels,Mid/Upper-Mid,Bahrain,Manama,Spanish,Group,11,6,Presidential Suite,1123.65,12360.15,Flight rerouting — extended journey,Full Refund,Corporate
